run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR27725622,SAMN39609734,PNUSAV005121,Vibrio cholerae,26 01 2024,USA,Vibrio cholerae,37713119;37745309,197885212,405628,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/022/SRR27725622/SRR27725622_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/022/SRR27725622/SRR27725622_2.fastq.gz']","38 MB, 38 MB files; 0.4 million reads; 197.9 million sequenced bases"
SRR27764706,SAMN39657683,PNUSAV005128,Vibrio cholerae,30 01 2024,USA,Vibrio cholerae,221996659;222014370,1100877996,3714578,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/006/SRR27764706/SRR27764706_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/006/SRR27764706/SRR27764706_2.fastq.gz']","222 MB, 222 MB files; 3.7 million reads; 1100.9 million sequenced bases"
SRR27913681,SAMN39888171,PNUSAV005176,Vibrio cholerae,10 02 2024,USA,Vibrio cholerae,77313425;77333879,405549267,846616,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/081/SRR27913681/SRR27913681_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/081/SRR27913681/SRR27913681_2.fastq.gz']","77 MB, 77 MB files; 0.8 million reads; 405.5 million sequenced bases"
SRR27991387,SAMN37127550,SAMN37127550,Vibrio cholerae,18 02 2024,USA,Vibrio cholerae,2827048204,3002852906,236387,MN-MDH-Vibrio_001,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,GridION,PulseNet Vibrio spp. Genome sequencing,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/087/SRR27991387/SRR27991387_1.fastq.gz'],3 GB files; 0.2 million reads; 3002.9 million sequenced bases
SRR28198643,SAMN40217947,SAMN40217947,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,52557589;52499548,277315005,570190,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/043/SRR28198643/SRR28198643_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/043/SRR28198643/SRR28198643_2.fastq.gz']","53 MB, 52 MB files; 0.6 million reads; 277.3 million sequenced bases"
SRR28198645,SAMN40217945,SAMN40217945,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,61169247;60988009,322808809,666020,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/045/SRR28198645/SRR28198645_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/045/SRR28198645/SRR28198645_2.fastq.gz']","61 MB, 61 MB files; 0.7 million reads; 322.8 million sequenced bases"
SRR28198661,SAMN40217966,SAMN40217966,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,60573907;60601218,316675913,678029,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/061/SRR28198661/SRR28198661_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/061/SRR28198661/SRR28198661_2.fastq.gz']","61 MB, 61 MB files; 0.7 million reads; 316.7 million sequenced bases"
SRR28198665,SAMN40217969,SAMN40217969,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,50430413;50489149,263794606,558973,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/065/SRR28198665/SRR28198665_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/065/SRR28198665/SRR28198665_2.fastq.gz']","50 MB, 50 MB files; 0.6 million reads; 263.8 million sequenced bases"
SRR28198667,SAMN40217967,SAMN40217967,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,58262135;58300434,304865234,650061,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/067/SRR28198667/SRR28198667_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/067/SRR28198667/SRR28198667_2.fastq.gz']","58 MB, 58 MB files; 0.7 million reads; 304.9 million sequenced bases"
SRR28198671,SAMN40217960,SAMN40217960,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,99247673;99471499,495736316,1323978,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/071/SRR28198671/SRR28198671_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/071/SRR28198671/SRR28198671_2.fastq.gz']","99 MB, 99 MB files; 1.3 million reads; 495.7 million sequenced bases"
SRR28198672,SAMN40217963,SAMN40217963,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,61448865;61495919,322279710,681339,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/072/SRR28198672/SRR28198672_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/072/SRR28198672/SRR28198672_2.fastq.gz']","61 MB, 61 MB files; 0.7 million reads; 322.3 million sequenced bases"
SRR28198674,SAMN40217957,SAMN40217957,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,74609113;74940084,379777482,926499,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/074/SRR28198674/SRR28198674_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/074/SRR28198674/SRR28198674_2.fastq.gz']","75 MB, 75 MB files; 0.9 million reads; 379.8 million sequenced bases"
SRR28198678,SAMN40217988,SAMN40217988,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,89169892;89235422,464119144,1023675,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/078/SRR28198678/SRR28198678_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/078/SRR28198678/SRR28198678_2.fastq.gz']","89 MB, 89 MB files; 1.0 million reads; 464.1 million sequenced bases"
SRR28198680,SAMN40217987,SAMN40217987,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,42470090;42510458,221564128,473937,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/080/SRR28198680/SRR28198680_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/080/SRR28198680/SRR28198680_2.fastq.gz']","42 MB, 43 MB files; 0.5 million reads; 221.6 million sequenced bases"
SRR28198681,SAMN40217992,SAMN40217992,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,25976971;25998186,134420146,295525,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/081/SRR28198681/SRR28198681_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/081/SRR28198681/SRR28198681_2.fastq.gz']","26 MB, 26 MB files; 0.3 million reads; 134.4 million sequenced bases"
SRR28198682,SAMN40217990,SAMN40217990,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,52561138;52792189,272406896,606510,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/082/SRR28198682/SRR28198682_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/082/SRR28198682/SRR28198682_2.fastq.gz']","53 MB, 53 MB files; 0.6 million reads; 272.4 million sequenced bases"
SRR28198695,SAMN40218010,SAMN40218010,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,87394433;87207310,459110208,980445,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/095/SRR28198695/SRR28198695_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/095/SRR28198695/SRR28198695_2.fastq.gz']","87 MB, 87 MB files; 1.0 million reads; 459.1 million sequenced bases"
SRR28198696,SAMN40217998,SAMN40217998,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,61068966;61099141,320725426,671850,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/096/SRR28198696/SRR28198696_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/096/SRR28198696/SRR28198696_2.fastq.gz']","61 MB, 61 MB files; 0.7 million reads; 320.7 million sequenced bases"
SRR28198700,SAMN40218003,SAMN40218003,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,92078251;92136921,476091409,1068488,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/000/SRR28198700/SRR28198700_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/000/SRR28198700/SRR28198700_2.fastq.gz']","92 MB, 92 MB files; 1.1 million reads; 476.1 million sequenced bases"
SRR28198703,SAMN40217999,SAMN40217999,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,77464425;77499617,409863696,842916,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/003/SRR28198703/SRR28198703_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/003/SRR28198703/SRR28198703_2.fastq.gz']","77 MB, 77 MB files; 0.8 million reads; 409.9 million sequenced bases"
SRR28198706,SAMN40217995,SAMN40217995,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,40677868;40697105,214291974,438202,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/006/SRR28198706/SRR28198706_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/006/SRR28198706/SRR28198706_2.fastq.gz']","41 MB, 41 MB files; 0.4 million reads; 214.3 million sequenced bases"
SRR28198712,SAMN40218019,SAMN40218019,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,71791412;71684128,365671047,892086,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/012/SRR28198712/SRR28198712_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/012/SRR28198712/SRR28198712_2.fastq.gz']","72 MB, 72 MB files; 0.9 million reads; 365.7 million sequenced bases"
SRR28198714,SAMN40218022,SAMN40218022,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,129118282;129390704,640899353,1770465,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/014/SRR28198714/SRR28198714_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/014/SRR28198714/SRR28198714_2.fastq.gz']","129 MB, 129 MB files; 1.8 million reads; 640.9 million sequenced bases"
SRR28198718,SAMN40218025,SAMN40218025,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,171397534;171999747,838365590,2529739,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/018/SRR28198718/SRR28198718_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/018/SRR28198718/SRR28198718_2.fastq.gz']","171 MB, 172 MB files; 2.5 million reads; 838.4 million sequenced bases"
SRR28198735,SAMN40218049,SAMN40218049,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,88315253;88424390,463022324,987267,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/035/SRR28198735/SRR28198735_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/035/SRR28198735/SRR28198735_2.fastq.gz']","88 MB, 88 MB files; 1.0 million reads; 463.0 million sequenced bases"
SRR28198736,SAMN40218045,SAMN40218045,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,52016400;52073476,272420398,575590,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/036/SRR28198736/SRR28198736_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/036/SRR28198736/SRR28198736_2.fastq.gz']","52 MB, 52 MB files; 0.6 million reads; 272.4 million sequenced bases"
SRR28198738,SAMN40218014,SAMN40218014,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,72774068;72906218,384695066,788268,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/038/SRR28198738/SRR28198738_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/038/SRR28198738/SRR28198738_2.fastq.gz']","73 MB, 73 MB files; 0.8 million reads; 384.7 million sequenced bases"
SRR28198740,SAMN40218020,SAMN40218020,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,49363100;49411339,256397915,561165,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/040/SRR28198740/SRR28198740_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/040/SRR28198740/SRR28198740_2.fastq.gz']","49 MB, 49 MB files; 0.6 million reads; 256.4 million sequenced bases"
SRR28198744,SAMN40218046,SAMN40218046,Vibrio cholerae,3 03 2024,USA,Vibrio cholerae,65352174;58206537,309368487,847918,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/044/SRR28198744/SRR28198744_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR281/044/SRR28198744/SRR28198744_2.fastq.gz']","65 MB, 58 MB files; 0.8 million reads; 309.4 million sequenced bases"
SRR28422775,SAMN40583303,SAMN40583303,Vibrio cholerae,23 03 2024,USA,Vibrio cholerae,54619154;54719433,289246541,604850,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR284/075/SRR28422775/SRR28422775_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR284/075/SRR28422775/SRR28422775_2.fastq.gz']","55 MB, 55 MB files; 0.6 million reads; 289.2 million sequenced bases"
SRR28589344,SAMN40874139,SAMN40874139,Vibrio cholerae,10 04 2024,USA,Vibrio cholerae,91694639;91769066,485154339,997551,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/044/SRR28589344/SRR28589344_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/044/SRR28589344/SRR28589344_2.fastq.gz']","92 MB, 92 MB files; 1.0 million reads; 485.2 million sequenced bases"
SRR28602112,SAMN40901940,PNUSAV005435,Vibrio cholerae,10 04 2024,USA,Vibrio cholerae,90332560;90358176,474704501,995818,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/012/SRR28602112/SRR28602112_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/012/SRR28602112/SRR28602112_2.fastq.gz']","90 MB, 90 MB files; 1.0 million reads; 474.7 million sequenced bases"
SRR28636334,SAMN40935160,PNUSAV005442,Vibrio cholerae,14 04 2024,USA,Vibrio cholerae,82101812;82149183,410736719,1376995,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/034/SRR28636334/SRR28636334_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/034/SRR28636334/SRR28636334_2.fastq.gz']","82 MB, 82 MB files; 1.4 million reads; 410.7 million sequenced bases"
SRR28744444,SAMN41018407,SAMN41018407,Vibrio cholerae,28 04 2024,Kenya,Vibrio cholerae,53715119;53736059,281890291,583745,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/044/SRR28744444/SRR28744444_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/044/SRR28744444/SRR28744444_2.fastq.gz']","54 MB, 54 MB files; 0.6 million reads; 281.9 million sequenced bases"
SRR28887639,SAMN41191069,SAMN41191069,Vibrio cholerae,5 05 2024,USA,Vibrio cholerae,96150810;96253385,506214416,1056161,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/039/SRR28887639/SRR28887639_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/039/SRR28887639/SRR28887639_2.fastq.gz']","96 MB, 96 MB files; 1.1 million reads; 506.2 million sequenced bases"
SRR28991729,SAMN41323752,SAMN41323752,Vibrio cholerae,12 05 2024,USA,Vibrio cholerae,64273629;64260934,335429563,711390,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/029/SRR28991729/SRR28991729_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/029/SRR28991729/SRR28991729_2.fastq.gz']","64 MB, 64 MB files; 0.7 million reads; 335.4 million sequenced bases"
SRR29098519,SAMN41475012,SAMN41475012,Vibrio cholerae,22 05 2024,USA,Vibrio cholerae,93647639;93704989,493041285,1026053,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/019/SRR29098519/SRR29098519_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/019/SRR29098519/SRR29098519_2.fastq.gz']","94 MB, 94 MB files; 1.0 million reads; 493.0 million sequenced bases"
SRR29133431,SAMN41494858,SAMN41494858,Vibrio parahaemolyticus,26 05 2024,USA,Vibrio cholerae,155614232;160925830,668514461,2243277,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/031/SRR29133431/SRR29133431_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/031/SRR29133431/SRR29133431_2.fastq.gz']","156 MB, 161 MB files; 2.2 million reads; 668.5 million sequenced bases"
SRR29134385,SAMN41495003,SAMN41495003,Vibrio cholerae,24 05 2024,USA,Vibrio cholerae,100188057;112201850,284111578,580102,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/085/SRR29134385/SRR29134385_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/085/SRR29134385/SRR29134385_2.fastq.gz']","100 MB, 112 MB files; 0.6 million reads; 284.1 million sequenced bases"
SRR29280637,SAMN41674178,SAMN41674178,Vibrio cholerae,5 06 2024,USA,Vibrio cholerae,39627820;43259106,180711166,373611,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/037/SRR29280637/SRR29280637_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/037/SRR29280637/SRR29280637_2.fastq.gz']","40 MB, 43 MB files; 0.4 million reads; 180.7 million sequenced bases"
SRR29317986,SAMN41745118,SAMN41745118,Vibrio cholerae,9 06 2024,Kenya,Vibrio cholerae,115624212;132723595,335762236,702559,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/086/SRR29317986/SRR29317986_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/086/SRR29317986/SRR29317986_2.fastq.gz']","116 MB, 133 MB files; 0.7 million reads; 335.8 million sequenced bases"
SRR29317991,SAMN41745123,SAMN41745123,Vibrio cholerae,9 06 2024,Kenya,Vibrio cholerae,75294970;83672332,214532129,445655,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/091/SRR29317991/SRR29317991_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/091/SRR29317991/SRR29317991_2.fastq.gz']","75 MB, 84 MB files; 0.4 million reads; 214.5 million sequenced bases"
SRR29317992,SAMN41745122,SAMN41745122,Vibrio cholerae,9 06 2024,Kenya,Vibrio cholerae,115361841;128985453,332933117,689397,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/092/SRR29317992/SRR29317992_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/092/SRR29317992/SRR29317992_2.fastq.gz']","115 MB, 129 MB files; 0.7 million reads; 332.9 million sequenced bases"
SRR29317994,SAMN41745119,SAMN41745119,Vibrio cholerae,9 06 2024,Kenya,Vibrio cholerae,75800865;83578228,214668171,443801,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/094/SRR29317994/SRR29317994_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/094/SRR29317994/SRR29317994_2.fastq.gz']","76 MB, 84 MB files; 0.4 million reads; 214.7 million sequenced bases"
SRR29488072,SAMN41965713,SAMN41965713,Vibrio cholerae,22 06 2024,USA,Vibrio cholerae,148214457;163250047,438103635,913599,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/072/SRR29488072/SRR29488072_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/072/SRR29488072/SRR29488072_2.fastq.gz']","148 MB, 163 MB files; 0.9 million reads; 438.1 million sequenced bases"
SRR29490543,SAMN41979168,SAMN41979168,Vibrio cholerae,22 06 2024,USA,Vibrio cholerae,143294066;160304388,416535387,855588,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/043/SRR29490543/SRR29490543_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/043/SRR29490543/SRR29490543_2.fastq.gz']","143 MB, 160 MB files; 0.9 million reads; 416.5 million sequenced bases"
SRR29842602,SAMN42518618,PNUSAV005755,Vibrio cholerae,23 07 2024,USA,Vibrio cholerae,151132756;173964536,423732496,860096,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/002/SRR29842602/SRR29842602_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/002/SRR29842602/SRR29842602_2.fastq.gz']","151 MB, 174 MB files; 0.9 million reads; 423.7 million sequenced bases"
SRR29843309,SAMN42526655,PNUSAV005779,Vibrio cholerae,23 07 2024,USA,Vibrio cholerae,117186007;133980743,393943865,824615,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/009/SRR29843309/SRR29843309_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/009/SRR29843309/SRR29843309_2.fastq.gz']","117 MB, 134 MB files; 0.8 million reads; 393.9 million sequenced bases"
